route_id,country,route_name,route_type,cities,recommended_nights,min_days,max_days,budget_level,fatigue_level,best_months,avoid_months,interests,region,why_route_fits,watch_out,source_name,source_type,source_url_or_query,collected_at,cleaned_at,confidence_level,data_limitations
TH002,Thailand,Bangkok Temples,single_country_multi_city,"Bangkok,Ayutthaya,Kanchanaburi",7,5,10,budget,low,"11,12,1,2,3","6,7,8","history,culture,food,city,temples",Southeast Asia,"Bangkok deep dive with ancient capital day trip and WWII bridge. Culture and history focus.","Bangkok very hot year-round. Temple dress code required.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
KR001,South Korea,Seoul Busan Jeju,single_country_multi_city,"Seoul,Busan,Jeju Island",10,8,14,moderate,medium,"4,5,6,9,10","7,8","city,food,culture,nature,kpop",East Asia,"South Korea highlights: Seoul K-culture, Busan beaches, Jeju volcanic island.","Jeju requires domestic flight. DMZ tour recommended.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
KR002,South Korea,Seoul Focus,single_country_one_city,"Seoul,Gyeongju",7,5,10,moderate,low,"4,5,9,10","7,8","city,history,food,culture,kpop",East Asia,"Seoul deep dive with ancient Gyeongju day trip. UNESCO temples, palaces, modern K-culture.","Gyeongju worth overnight stay. Transport card essential.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
JO001,Jordan,Petra Wadi Rum Dead Sea,single_country_multi_city,"Amman,Petra,Wadi Rum,Dead Sea",7,5,10,moderate,medium,"3,4,5,10,11","7,8","history,nature,archaeology,adventure",Middle East,"Jordan compact highlights. Rose-red Petra UNESCO, desert Wadi Rum, lowest point on earth.","Jordan Pass includes Petra entrance. Summer extremely hot. Petra requires full day.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
IN001,India,Delhi Agra Jaipur,single_country_multi_city,"Delhi,Agra,Jaipur,Ranthambore",10,8,14,budget,high,"10,11,2,3","6,7,8,9","history,culture,food,nature,wildlife",South Asia,"India Golden Triangle plus tiger safari. Taj Mahal, Amber Fort, Jaipur Pink City.","India overwhelming for first-timers. Book trains weeks ahead. Water caution.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
IN002,India,Mumbai Goa Kerala,single_country_multi_city,"Mumbai,Goa,Kochi,Backwaters",12,10,16,budget,medium,"11,12,1,2,3","6,7,8,9","beach,culture,food,nature,relaxation",South Asia,"India west coast and south. Mumbai, beach Goa, spice Kochi, houseboat backwaters.","Train recommended Mumbai-Goa. Monsoon June-September.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
PE001,Peru,Lima Cusco Machu Picchu,single_country_multi_city,"Lima,Cusco,Machu Picchu,Sacred Valley",10,8,14,moderate,high,"5,6,7,8,9","12,1,2","history,nature,archaeology,hiking,culture",Americas,"Peru Inca empire. Lima food capital, Cusco altitude, Machu Picchu sunrise, Sacred Valley markets.","Altitude sickness risk in Cusco (3400m). Book Machu Picchu months ahead.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
MX001,Mexico,Mexico City Oaxaca Yucatan,single_country_multi_city,"Mexico City,Oaxaca,Merida,Tulum",12,10,16,budget,medium,"11,12,1,2,3","7,8","history,food,culture,beach,archaeology",Americas,"Mexico diversity: Aztec ruins, colonial Oaxaca food, Mayan Yucatan, Caribbean beaches.","Domestic flights needed. Cenotes unmissable.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
MX002,Mexico,Mexico City Oaxaca,single_country_multi_city,"Mexico City,Teotihuacan,Oaxaca",8,6,12,budget,low,"10,11,12,1,2,3","7,8","history,food,culture,archaeology",Americas,"Cultural Mexico. Aztec pyramids Teotihuacan, vibrant CDMX, UNESCO Oaxaca food and mezcal.","CDMX altitude (2200m). Oaxaca food scene among world best.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
SG001,Singapore,Singapore Malaysia,multi_country,"Singapore,Kuala Lumpur,Penang",9,7,12,moderate,medium,"2,3,11,12","6,7","food,city,culture,nature,shopping",Southeast Asia,"Singapore efficiency and Malaysia diversity. Hawker food culture, Batu Caves, Penang street art.","Singapore expensive. KL very affordable. Short flights between cities.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-country routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
CL001,Chile,Santiago Patagonia Atacama,single_country_multi_city,"Santiago,Torres del Paine,Atacama",14,12,18,comfortable,high,"11,12,1,2,3","6,7,8","nature,hiking,adventure,photography",Americas,"Chile extremes: driest desert north, dramatic Patagonia south. World-class trekking.","Domestic flights essential. Patagonia weather unpredictable. Book W-Trek months ahead.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
AR001,Argentina,Buenos Aires Patagonia,single_country_multi_city,"Buenos Aires,El Calafate,Ushuaia",12,10,16,comfortable,high,"11,12,1,2","6,7,8","city,nature,culture,tango,adventure",Americas,"Argentina: tango Buenos Aires, Perito Moreno glacier, end-of-world Ushuaia.","BA to Patagonia flight required. Patagonia wind intense.",TravelScan Curated Route Base,curated_route_knowledge,Expert-curated multi-city routes,2026-07-07,2026-07-07,planning_guidance,Not live transport schedules or prices; planning-level route design
